,word_count
aims,336
defeated,336
campaigned,336
steven,336
challenging,335
commitments,335
forcing,335
canceled,335
simple,335
modern,335
reporter,334
disputes,334
earnest,334
chaos,334
pakistani,334
appearance,334
jets,333
austria,333
incidents,333
airports,333
directed,333
prisoners,333
industrial,333
successor,333
text,333
employment,333
regulators,332
branch,332
ly,332
begun,332
advice,332
testify,332
nigeria,332
essential,331
barcelona,331
prosecution,331
65,331
mentioned,330
houthi,330
associated,330
sovereignty,330
unveiled,330
worker,330
temer,329
normal,329
addressed,329
profits,329
financing,329
boeing,328
abc,328
double,328
michel,328
vulnerable,328
intervention,328
book,327
exxon,327
destroy,327
model,327
editing,326
detailed,326
sisi,326
pointed,326
replaced,325
38,325
numerous,325
grown,325
drilling,325
implementation,325
arguments,325
abbas,325
deduction,325
candidacy,325
speculation,324
increases,324
count,324
taxpayers,324
expanding,324
division,324
governors,323
transportation,323
entities,323
lift,323
le,323
escalation,323
kenyatta,323
quite,323
grassley,322
knows,322
mulvaney,322
demanding,322
displaced,322
carter,322
speed,321
gets,321
resistance,321
stocks,321
ships,321
electric,320
thinking,320
computer,320
handed,320
produce,319
royal,319
religion,319
ratings,319
crossing,319
momentum,319
hawaii,319
mainstream,319
employee,319
bombing,319
argue,319
draw,318
lived,318
fail,318
rauner,318
winner,317
pulled,317
tour,317
sixth,317
addressing,317
pleaded,317
obtain,317
sidelines,316
laid,316
kentucky,316
pressed,316
televised,316
transfer,316
enacted,316
watched,316
apple,315
authorized,315
monitoring,315
performance,315
unacceptable,315
2003,315
revenues,314
note,314
relatives,314
contract,314
implemented,314
seeing,314
equity,314
employers,314
check,314
stressed,313
reviewing,313
monetary,313
gabriel,313
andrew,313
ends,312
generation,312
envoy,312
holiday,312
boat,312
engaged,312
completed,312
denounced,311
modi,311
reagan,311
alexander,311
el,311
tariffs,311
juan,311
prove,311
congo,310
newly,310
radical,310
reviewed,310
declare,310
product,310
jean,310
hospitals,310
wealth,309
endorsement,309
catholic,309
peskov,309
crown,309
bigger,309
causing,309
warrant,308
participate,308
brady,308
prepare,308
libyan,308
relatively,308
unusual,308
49,307
utah,307
kurz,307
damaged,307
framework,307
weak,307
unfair,307
migrant,307
visits,306
worse,306
occurred,306
desire,306
stephen,306
officially,306
route,306
vast,306
tsai,305
pretty,305
considers,305
davis,305
700,305
handle,304
guns,304
loans,304
park,304
google,304
caught,304
duty,304
tackle,303
responding,303
securities,303
cfpb,303
beach,303
credibility,302
owner,302
maybe,302
circumstances,302
notice,302
nature,302
drawing,302
fighter,302
sponsor,301
corrects,301
motion,301
wave,301
buying,301
connection,301
culture,301
bonds,301
leftist,300
margin,300
investigated,300
developed,299
exchanges,299
briefed,299
apart,298
soviet,298
covered,298
complaints,298
hosted,298
roads,298
53,298
suffering,298
aung,298
privately,297
hardline,297
waters,297
propaganda,297
farmers,297
jordan,296
custody,296
goals,296
amnesty,296
wages,296
admitted,296
philippine,296
divisive,296
divorce,296
questioning,295
requirement,295
campaigning,295
describing,295
severe,295
250,295
contributions,295
automakers,295
maryland,294
journalist,294
blocking,294
female,294
charles,294
checks,294
trans,293
understanding,293
easy,293
mosul,293
technical,293
totally,293
reverse,293
resolutions,292
grant,292
destroyed,292
47,292
usually,292
cdu,292
travelers,292
gold,292
integrity,292
separatist,291
tourism,291
liberties,291
harvey,291
calm,291
apparent,290
william,290
explain,290
scheme,290
networks,290
regularly,290
nunes,290
rein,289
quick,289
rome,289
attempted,289
negotiators,289
misconduct,289
beat,289
angered,289
operate,289
emirates,289
impossible,289
ramaphosa,288
orlando,288
guarantee,288
elite,288
saleh,288
flow,288
strength,288
facility,287
disclosed,287
ship,287
negotiator,287
philadelphia,287
miami,287
interested,287
sworn,287
competition,287
bloomberg,287
governing,287
sitting,287
joseph,287
prospects,287
square,287
barzani,286
reduced,286
providers,286
angry,286
announcing,286
nancy,286
resolved,285
digital,285
towns,285
mutual,285
breach,285
haven,285
hatch,285
disappointed,285
banning,285
multi,284
danger,284
embargo,284
barnier,284
41,284
personally,284
benjamin,283
protected,283
carson,283
stable,283
facts,283
maximum,283
cancer,283
vatican,282
caribbean,282
guidance,282
legitimate,282
schiff,282
43,281
native,281
rick,281
abu,281
isn,281
undocumented,281
shutdown,281
susan,281
profit,281
opposing,281
34,281
populist,280
golf,280
ceiling,280
ousted,280
disclosure,280
criminals,280
factions,280
chambers,280
magazine,280
credits,279
posed,279
expensive,279
flint,279
rating,279
antonio,279
interviewed,278
fpo,278
mate,278
crude,278
witness,278
progressive,278
findings,278
marijuana,278
type,278
elizabeth,277
intention,277
rouhani,277
hopeful,277
fierce,277
everybody,277
auto,277
neighbor,277
unrest,276
maine,276
corps,276
clients,276
charity,276
complaint,276
listed,275
driver,275
oversees,275
51,275
mosque,275
grants,274
grow,274
parenthood,274
soldier,274
god,274
hackers,274
broken,274
csu,273
motivated,273
lady,273
informed,273
managed,273
reputation,273
manhattan,273
gary,273
finally,273
nobel,272
passing,272
surrounding,272
electronic,272
solutions,272
piece,272
inflation,272
palace,272
sit,272
castro,272
arrivals,272
enforce,272
wider,272
perry,272
insisted,271
unemployment,271
55,271
laundering,271
exactly,271
revive,271
registration,270
urge,270
deployment,270
freeze,270
sachs,270
46,270
42,270
devices,269
hungary,269
assessment,269
dubai,269
recognition,269
planes,269
discussing,269
fate,269
harare,269
favored,269
2000,269
encouraged,269
centre,268
transparency,268
opposes,268
enemy,268
conducting,268
fees,268
submarine,267
foreigners,267
doubts,267
shinzo,267
agent,267
stake,267
testing,267
opportunities,267
thirds,266
quality,266
detroit,266
fallen,266
principles,266
register,266
traditionally,266
burden,266
nominate,266
hostile,266
stalled,265
witnesses,265
unlike,265
colorado,265
extra,265
endorse,265
rocket,265
talked,265
youth,265
upper,265
selling,265
suspend,264
audience,264
papers,264
incoming,264
manufacturers,264
advocate,264
signing,264
promising,264
politico,264
ranks,263
debates,263
urban,263
backers,263
strict,263
miller,263
abdullah,263
babis,263
complicated,263
purchase,263
extension,263
hate,263
mistake,263
communication,262
minorities,262
competitive,262
chosen,262
premier,262
hassan,262
mcmaster,261
games,261
specifically,261
surge,261
partly,261
fields,261
truck,261
lobbyists,261
sectors,261
jared,261
extent,261
elements,261
doctors,260
venezuelan,260
equal,260
threaten,260
initiatives,260
bridge,260
violate,260
advisory,259
promoting,259
schulz,259
stands,259
naval,259
jeb,259
concrete,259
hedge,258
obviously,258
accuse,258
imposing,258
factory,258
procedures,258
scene,258
improved,258
sharif,258
relevant,258
isis,258
sheikh,258
hiring,258
developer,258
removal,258
54,257
yellen,257
easily,257
aligned,257
ford,257
autonomy,257
wish,256
dreamers,256
prize,256
criticizing,256
teachers,256
players,256
ypg,256
realdonaldtrump,255
marawi,255
retaliation,255
suit,255
lifting,255
proceed,255
photo,255
trouble,255
closing,255
louisiana,254
units,254
traveled,254
wearing,254
63,254
click,254
xinhua,253
bankruptcy,253
upset,253
kiev,253
trigger,253
materials,253
belgium,253
principle,253
legacy,253
economist,252
decline,252
bahrain,252
cbs,252
resume,252
married,252
eligible,252
afford,252
predicted,251
120,251
hired,251
liberals,251
medicare,251
stick,251
resident,251
feared,251
argument,250
territories,250
interfere,250
lowest,250
territorial,250
handful,250
occupied,250
speeches,249
mitt,249
falling,249
warner,249
anthem,248
write,248
toll,248
cable,248
picture,248
alaska,248
recovery,248
rape,248
tight,247
strained,247
happens,247
scientists,247
sanctuary,247
asset,247
eye,247
preserve,247
leaks,247
revolution,247
flew,246
municipal,246
professional,246
guterres,246
msnbc,246
racial,246
capabilities,246
string,246
originally,246
contested,246
defending,245
leaked,245
nairobi,245
harsh,245
legally,245
damaging,245
unconstitutional,245
peru,245
electricity,245
cleared,244
correct,244
wars,244
argentina,244
heading,244
lopez,244
brothers,244
arm,244
smith,244
strongest,243
ronald,243
islamabad,243
procedure,243
corrupt,243
serves,243
gap,243
sister,243
difference,243
ria,242
revised,242
appealed,242
harry,242
obligations,242
landmark,241
refusal,241
josh,241
sponsored,241
bans,241
fundraising,241
counties,241
weapon,241
conclusion,240
transactions,240
swing,240
erupted,240
grace,240
tied,240
credible,240
proceedings,240
upheld,240
wouldn,239
verdict,239
aggression,239
images,239
match,239
demonstrations,239
litigation,239
repeat,239
injuries,239
kabul,239
commit,239
annexation,238
shape,238
watching,238
recommendations,238
economies,238
applications,238
closest,238
crew,238
patients,238
conviction,238
sydney,238
overwhelmingly,237
effects,237
convince,237
extreme,237
cultural,237
staying,237
maintaining,237
manage,237
signaled,237
significantly,237
sort,237
violating,237
truth,237
dutch,236
detainees,236
macri,236
narrow,236
engagement,236
visitors,236
briefly,236
procedural,236
attacking,236
1980s,235
advised,235
focusing,235
popularity,235
unilateral,235
desert,235
obtained,235
amendments,235
reduction,235
farm,235
fcc,235
hernandez,234
blood,234
reconciliation,234
opinions,234
renewable,234
2004,234
adam,234
burr,234
follows,234
lobby,234
submitted,234
drills,234
rebuild,234
tie,234
hispanic,233
finances,233
abandon,233
monitor,233
import,233
nikki,233
preventing,233
gross,233
columbia,233
fueled,233
concessions,233
ivanka,232
demonstrators,232
terror,232
hacked,232
degree,232
boats,232
races,232
conway,232
pace,232
outlets,232
season,232
tenure,232
fly,232
savings,232
tourists,231
charter,231
houston,231
estimate,231
tribal,231
avoided,231
located,231
snap,231
sovereign,230
sacked,230
trafficking,230
ron,230
lies,230
reince,230
penalty,230
delays,230
bought,230
tusk,230
sweden,230
outgoing,230
tested,230
repealing,230
carrier,229
happening,229
constructive,229
christians,229
flee,229
bombs,229
niger,229
solve,229
proof,229
observers,229
ill,229
keen,229
mobile,228
spy,228
sentiment,228
wind,228
wasn,228
zinke,228
favorite,228
suspension,228
items,228
invitation,228
improving,228
timing,228
discovered,228
powell,227
sets,227
restructuring,227
tim,227
escape,227
jury,227
schedule,227
attending,227
connecticut,227
kislyak,227
respected,226
nazi,226
divide,226
structure,226
regardless,226
rodrigo,226
express,226
pompeo,226
rulings,226
idlib,226
securing,225
expectations,225
weather,225
withdrew,225
guy,225
card,225
scrap,225
hotels,225
producer,225
zones,225
maintained,225
2002,225
skeptical,224
judgment,224
intends,224
accountability,224
warming,224
ahmed,224
1994,224
fundamental,224
persuade,224
lands,224
saad,224
backlash,224
enrique,224
weaken,223
adults,223
accountable,223
immunity,223
hub,223
reflect,223
software,223
tripoli,223
younger,223
rice,223
dan,223
chiefs,222
stories,222
backs,222
integration,222
nsa,222
amounts,222
chairs,222
invest,222
secession,222
venture,222
refusing,222
forms,221
valley,221
turmoil,221
mohammad,221
settlements,221
tribunal,221
technologies,221
administrator,221
scope,221
revealed,221
guidelines,221
sue,221
rely,220
alarmed,220
surprised,220
passengers,220
ensuring,220
frequent,220
recess,220
donor,220
willingness,220
federation,220
ports,220
bolster,220
touch,220
bay,220
pressing,219
mixed,219
dual,219
swiss,219
jason,219
kem,219
pursuing,219
upcoming,219
stayed,219
premiums,219
patrick,218
producing,218
inspector,218
missouri,218
risen,218
forecast,218
rand,218
explosion,218
advertising,218
heritage,218
clarify,218
sokha,217
managing,217
incumbent,217
drone,217
indication,217
regard,217
deport,217
worries,217
mandatory,216
dhs,216
destruction,216
liberation,216
chose,216
57,216
66,216
renegotiate,216
erbil,216
puts,216
dismantle,216
peshmerga,215
sentences,215
jakarta,215
separatists,215
optimistic,215
indictment,215
vetting,215
restrict,215
thinks,215
videos,215
racist,214
contained,214
minnesota,214
bail,214
flags,214
aviation,214
wells,214
petition,214
tennessee,214
participation,214
acted,214
bombers,214
tool,213
praise,213
bars,213
reading,213
edge,213
suspicion,213
counterparts,213
permits,213
indonesian,213
designated,213
offers,213
plea,213
declaring,212
abandoned,212
limiting,212
pf,212
raid,212
die,212
filled,212
disease,212
antonin,212
arrangement,212
jihadist,212
learned,212
determination,212
retain,212
cleric,212
warsaw,212
gates,212
extremist,211
punish,211
scotland,211
stronghold,211
tactics,211
arriving,211
application,211
administrative,211
index,211
grew,211
preliminary,211
overcome,211
pose,210
secured,210
euphrates,210
scaramucci,210
contributed,210
zanu,210
anthony,210
oval,210
reid,210
trucks,210
longtime,210
melania,210
duties,210
suggestion,209
zarrab,209
contractors,209
introduce,209
offshore,209
deemed,209
apparently,209
boycott,209
earned,209
successfully,209
threatens,209
worldwide,209
serbia,209
cancel,209
battling,209
leverage,209
learn,209
56,209
capture,209
binding,209
chain,208
apologized,208
68,208
58,208
com,208
intent,208
participants,208
mar,208
contribute,208
consistent,208
location,208
isolated,207
internationally,207
crossed,207
advances,207
69,207
row,207
recommended,207
dissent,207
northeast,207
boston,207
dublin,207
coordination,207
costly,206
achieved,206
bbc,206
dnc,206
normally,206
morales,206
plot,206
grave,206
wikileaks,206
clapper,206
footage,206
accepting,206
inappropriate,206
icahn,206
airline,206
flake,205
doors,205
burning,205
dark,205
recession,205
rosenstein,205
tomorrow,205
longest,205
loyal,204
hussein,204
lindsey,204
mechanism,204
murphy,204
store,204
eager,204
walk,204
dramatic,204
pis,204
crack,204
replied,203
victim,203
ownership,203
chile,203
regulator,203
verified,203
unnamed,203
delhi,203
openly,203
encouraging,203
ambitious,203
replacing,203
dmitry,203
creditors,203
spring,203
contentious,202
agricultural,202
deeper,202
frustration,202
72,202
vocal,202
barring,202
responses,202
contain,202
precedent,202
annually,202
absence,201
halted,201
extremism,201
genocide,201
flying,201
adopt,201
extensive,201
quake,201
relationships,201
institution,201
propose,201
ambitions,201
frustrated,201
battles,201
emerging,201
drove,201
followers,201
breaks,201
nonpartisan,200
weakened,200
pounds,200
malaysian,200
ticket,200
overwhelming,200
blockade,200
boris,200
stated,200
combined,199
mediterranean,199
intense,199
highlighted,199
badly,199
roy,199
la,199
defiance,199
thank,199
facto,199
rock,199
slash,199
elaborate,199
trained,199
older,199
uae,198
supposed,198
confrontation,198
62,198
michelle,198
64,198
accuracy,198
weekly,198
est,198
uses,198
issuing,198
attract,198
entirely,198
crowds,198
settle,198
hire,197
waste,197
koreans,197
aoun,197
substantial,197
strengthening,197
urgent,197
outrage,197
slightly,197
resettlement,196
easing,196
holdings,196
commanders,196
mogul,196
forming,196
managers,196
anniversary,196
expire,195
yangon,195
brand,195
colonel,195
61,195
recount,195
